"English","Verb","Noun","Adj","Prepositions","Adv","Conjunctions","Determiners","QuestionStatement","Answer","PhrasesNum","Plural","AddSub","MultiplyDivide","ExpoLogarithm","Constant","Oscillate","ConDiverge","Fractal","Not","Intersection","GreaterLess","EqualOpposite","Function","System","OriginDestination","ForwardBack","LateralMiddle","UpDown","Time","Velocity","Energy","Sound","Mass","Length","Quantity","LightDark","Red","Green","Blue","Dense","Vescosity","SmoothRough","Poly","ConvexConcave","OpenClose","POV","CauseEffect","Vague","Information","Truth","Life","Water","Air","Fire","Earth","WoodMetal","Plant","Human","Bird","Fish","Reptile","Insect","Mammal","Happy","BirthDeath","Help","Advesary","MaleFem","Hand","Feet","Body","Head","Food","Disease","Necessity","GiveTake","Tool","Building","OrthodoxTaboo","ZealotModerate","WinLose","DomSub","PayFree","Totals"
"throwup",1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,0,1,-0.7,0.1,0,0,0,0,1.5,0,0.1,1,0,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,-1,0,1,0,0,0,0,0,1,1,2,0,1,0.4,0,0,0,-1,0,0,13.4
"rest",1,0,0,0,0,0,0,0,0,0,0,0.3,0,-0.1,0,0.5,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,-0.1,1,1,1,1,0,0,0.5,0,0,0,0,0,1,0,0,10.1
"hit",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0,0,1,0,0,0.8,0.3,0.1,0,1,1,1,1,0,0.2,0,0,0,0,0,0,-0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.1,-0.9,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,16.2
"throw",1,0,0,0,0,0,0,0,0,0,0,-1,0,-2,0,0,-3,0,0,0.5,0.8,0,1,0,-0.2,2,0.5,2,0,3,2,0.3,1,5,0.2,0,0.1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,1,0.8,0,0,0,0,1,0,23
"trip",1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,-1,0,1,0,0,0,0,-1,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,3.7
"sweep",1,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.1,0,2,-0.5,0,0,0.1,0,0,1,0,0,0,0,-1,0,1,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,7.5
"twist",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0,-1,0,0,1,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,5.6
"punch",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,1,0,0,0.5,1,0,1,1,-0.1,1,0,0,0,3,3,1,1,0.2,0.1,0,1,0,0,1.5,0,-0.7,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,4,0,27.5
"kick",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,1,0,0,0.5,1,0,1,1,-0.1,1,0,0,0,3,3,1,1,0.2,0.5,0,1,0,0,1.5,0,-0.7,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2,0,1,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,5,0,28.9
"kill",1,0,0,0,0,0,0,0,0,0,0,-1,-0.6,0.1,0,0,0,0,0,0.1,1,-5,1,1,0,0,0,-1,0,0.1,3,0,0.9,0,0.5,0,8,0,0,0,0,-0.7,0,-0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,-1,-10,0.8,10,2.6,0.9,0,1,1,0,0,0,-3,0.1,0,-6,0,0,7,0,14.3
"die",1,0,0,0,0,0,0,0,0,0,0,-1,-0.5,-5,5,0,0,0,0.1,0,-1,0,-1,0,-10,0,0,-1,-0.2,0,-10,-1,0,0,0,0,1,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,-4,-10,-9,1,-0.1,0,0,1,1,0,0,0,0,0,0,0,0,-10,0,0,-35.4
"steal",1,0,0,0,0,0,0,0,0,0,0,-4,-1,1,0,0,0,0,0,1,1,0,1,1,0,-0.5,0.5,0,0,0,0,0,0.7,0.1,0.5,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3,0,0,8,2,1,0,0,0,0,0,0,-6,0,0,-8,0,0,1,-10,-0.5
"grab",1,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0.1,0.1,2,0,0,1,0,0,1,0,-0.2,0,0,0,0,0,0,0,1,0.1,0.5,0,0,0,0,0,0,-0.1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,5,0,0,0,0,0,1,-5,0.3,0,0,0,0,1,0,9
"explode",1,0,0,0,0,0,0,0,0,0,0,0.1,0.5,6,-1,-0.5,-9,0,0,0,2,0,0,-0.5,0.1,2,2,2,0,10,10,0,0.3,0.1,5,0,1,0,0,1,0,0,0,5,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,39.2
"jump",1,0,0,0,0,0,0,0,0,0,0,0.1,0,2,-1,0.1,0,0,0,0,1,0,1,0.5,0.1,0,0,3,-0.2,2,1,0,-0.3,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9
"control",1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,1,7,-0.1,1,-1,-1,0,0,0,0,0.9,0,0.5,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0.1,2,1,0,0,0,0,0,0,0,0.3,0,0,0,0,9,0,19.7
"push",1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1,0.1,-8,0,0,1,1,0,1,0.5,0,1,1,1,0,1,0,0.1,1,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.5,0.5,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,10.3
"pull",1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.1,0.1,8,0,0,1,1,0,1,0.5,0,-1,-1,0.7,0,1,0,0.1,1,0.3,0.5,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0.1,0.1,1,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,15.3
"snap",1,0,0,0,0,0,0,0,0,0,0,-0.5,-1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0.9,1,0.9,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
"destroy",1,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.3,0,0.1,0,0,0,0,-1,-5,-1,0,0,0,-1,0,0.1,0,0,0,0.9,0,0.5,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9,-1,-1,9,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,5,0,2.3
"attack",1,0,0,0,0,0,0,0,0,0,0,-0.5,-1,0.5,0,0,0,0,0,1,-1,-5,1,-0.4,0,0.9,1,-0.5,0.3,3,1,0,0.4,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0,0,0,1,0,0,0,0,1,0,-1,0,10,1,1,0,0,0,0,1,0,0,0.3,-0.8,-0.5,1,1,4,0,18.6
"defend",1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,-0.1,0,0,-1,0,1,0.5,-1,2,1,0.3,0,0.1,0.1,-0.3,0.5,0.1,1,0,0.7,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,1,0,0,0,1,1,-0.1,0,10,1,1,1,0.7,0,0,0,0,3,0,0,0,1,0.5,-0.5,-1,0,27.4
"break",1,0,0,0,0,0,0,0,0,0,0,-1,-1,-0.1,2,0.5,0,0,0,0,-1,0,-1,0,0,0,0,-0.5,1,0,0.2,0.2,0.9,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-9,0,1,0,1,1,0,0,0,0.1,0,0,0,-1,0,0,0,1,0,-2.2
"move",1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,1,-0.3,0.3,2,0.5,0.5,0.5,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13.2
"run",1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,1,0,0.3,5,0,0,0.5,8,5,0.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,29.6
"walk",1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,1,0,0.3,3,0,0,0.5,1,1,0.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,5,0,0,0,0,0.9,0,0,0,0,0,0,0,0,16
"chase",1,0,0,0,0,0,0,0,0,0,0.6,0,0,0.6,0.5,0,0,0,0,-1,0,0,1,0,-3,5,0,0,0.5,8,4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,21.6
"follow",1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0,0,0,0,-1,0,0,1,3,-3,5,0,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-8,0,10.7
"squeeze",1,0,0,0,0,0,0,0,0,0,0,-0.1,-1,-0.1,0,0,5,0,0,1.5,0,0,1,0,0,0,-5,0,0,0,2,0,1,0,0.6,0,0,0,0,-0.2,0,0,2,-3,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.6
"shake",1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.3,5,0,0,0,0,0,1,1,0,0,0.5,-0.5,0.5,0,2,1,2,0.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.8
"roll",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4,0,0,0,0,0,0,1,0,0,1,0.5,0,0,1,0,0,0,0.1,0.5,0,0,0,0,0,0,0,10,9,0.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"take_down",1,0,0,0,0,0,0,0,0,0,0.6,-0.5,-0.7,0.2,0,0,0,0,0,0,-1,0,1,0,-0.3,0,0,-10,0,0,0,0,0,0.1,-0.3,0,0,0,0,0,0,0,-2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,1,1,0,-1,1,0,0,0,0,-5,1,0,0,0,0,9,0,-7.8
"fly",1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,-0.2,7,0,0,0,0,-1,0,1,0,0,0.1,1,5,0,1,0,0.1,-0.5,0.5,0,0,0,0,2,-5,0,0,-10,-1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,18.9
"drive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1,0,0,1,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,-0.1,0,0,13.1
"shoot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0.1,0.5,0.1,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,1,1,0,1,1,0.5,0,0,1,1,0,0,0,0,2,0,17.7
"catch",1,0,0,0,0,0,0,0,0,0,0.6,0,0,-0.5,0.1,0,3,0,0,1.5,0,0,0,0,-0.3,0,-3,0,0,0,0.1,0,1,0.1,0.6,0,0.5,0,0,0,0.3,0,3,-3,-1,0,1,0,0,0,0,0.1,-0.1,-0.1,0.2,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,2,0.5,0,0,0,0,0,-4,1,0,0,0,2,0.5,-0.9,0
"tie_up",1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.4,0,5,0,0,0,-1,0.9,1,1,-0.3,0,-1,-1,0.9,0.5,1,0,1,0.5,2,0,0,0,0,0,0,0,0,0,-9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,2,0,11.4
"preach",1,0,0,0,0,0,0,0,3,0,0,1,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0.3,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.4,0,0,2,0,2,0,25.2
"lead",1,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.7,0,0,0,0,5,0,20.3
"enforce",1,0,0,0,0,0,0,0,0,0,0,-0.1,0,-0.2,0.2,0,0,0,0.1,0,0,2,1,5,0,-0.3,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,1,1,0,1,0,0,0,0,1,0.7,0.1,1,1,1,8,0.9,20.9
"guard",1,0.6,0,0,0,0,0,0,0,0,0.6,0.1,0,0,0.2,0,-0.3,0,0.1,0,0,2,1,1,0,1,1,1,1,0,0,0,3,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.1,0,8,1,1,1,0,1,0,0,0,0,1,0.6,0,0,0,1,-0.5,0.9,29.3
"swim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0.1,5,2,-1,0,2,1,0.1,0,0.5,0,0,0,0,1,-0.1,-1,0,0,-0.3,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.1,0,28.8
"hook",1,0,0,0,0,0,0,0,0,0,0,0.1,0,-0.2,0.3,0,6,0,0,3,0,0,1,0,0,0,-1,0,0,0,0,0,1,0.1,2,0,0,0,0,0,0,0,3,-3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.1,1,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,19.3
"weld",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0.1,1,0.1,1,-1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,27.2
"grind",1,0,0,0,0,0,0,0,0,0,0,-1,-0.1,0,0.5,2,5,0,0,0,0,0,1,0,0,0,1,-1,0,1,2,1,1,-0.1,-0.5,-1,0,0,0,1,0,-5,-0.1,0,0,0,0,0,0,0,0,0,0,0,10,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6,1,11.7
"hunt",1,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.1,0.3,0.6,0,0,0,0,0,-1,1,0,-0.3,1,0,0,0,1,0,-5,0,0.1,0.5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,1,0,-10,0,7,1,1,1,1,1,4,0,1,0,1,0,0,0,4,2,0.9,21.1
"sew",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,0.1,0,2,0,1,1,0,0,0,-1,0,0,-1,0,0.1,-0.5,0.2,0.5,0,0,0,0,-1,0,1,1,0.4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.5,0.9,22.8
"carve",1,0,0,0,0,0,0,0,0,0,0,-5,-0.1,0,0.3,0.7,0,0,0,1,0,0,1,0,0,1,-1,0,0,1,1,0.1,1,0,-0.8,0,0,0,0,1,0,0,-1,-9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2
"draw",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0.3,0,0,-0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8,0.9,14.4
"painting",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0.5,0.5,0,-1,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0,0,-0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8,-0.5,15.4
"mold",1,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,-1,0.1,1,0.1,0,0,0,0,1,1,0,0,0,-0.1,0,0,0,0,0,0.1,0.5,0,0,0,0,-0.5,0,0,-9,0,0,0,1,0,0,0,0,0.1,0,0,1,5,0,1,0,0,0,0,0,0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.7
"force",1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,-0.5,0.1,1,0,0,0,0,0,0,0.5,0,3,0.3,0.1,0.1,1,1,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,1,1,0,0.1,0.1,0,0,0,1,0,0,0,0,0,7,0,26
"allow",1,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,6.8
"exist",1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.2,0,0,0.7,0,0,0,0.1,1,-0.5,1,0.1,0.1,0.1,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.5,1,1,1.5,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0.1,0,0.2,-0.2,1,0.1,0,0,0,0,0.7,0.1,-0.1,24.6
"word",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,31.2
"space",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,-10,-0.1,1,0,0,5,0,0,0,0.5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.7,0,0,0,0.1,0,16.2
"room",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,0.1,0,0,0,0,0,0,0,4,-2,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.1,0,0,-0.5,0,0,0,9,0,0,0.1,0.1,0,17.4
"bedroom",0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,-0.3,0,0,0,0,0,0,1,0,1,0,1,-1,0,0,-5,0,3,0.5,0.1,0,0,0,0,-0.5,0,1,4,-2,-1,0,0,-0.5,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,1,0.6,1,0,0,0,0.4,0.3,0.3,0,0,0,0,0,9,0,0,0.7,0.1,0,23.2
"bathroom",0,1,0,0,0,0,0,0,0,0,0,-0.5,-0.1,0,0,-0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0.5,0.1,0,0,0,1,0,0,1,4,-2,-1,0,0,-0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.4,0.2,0.2,0.2,0.2,0,-3,0,0,0,9,0,0,0.1,0,0,18.4
"basin",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0.1,1,0.1,0,0,0,1,0,0,0,8,-7,1,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,-0.5,0.3,0.3,0,0,0,-1,0,0,0,0.5,0,0,0.3,0,0,6.2
"toilet",0,1,0,0,0,0,0,0,0,0,0,-4,-0.1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-0.5,-6,0,0,0,0,0.1,2,0.1,0,0.5,0.5,0,1,0,0,9,-10,1,0,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2,0,1,0,0,0,0.4,0.4,0,0,-1,0,0,1,1,0,0,0,-2,0,-2.5
"door",0,1,0,0,0,0,0,0,0,0,0,0.5,-0.5,0,0,1,-0.3,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,2,0.1,0,1,1,0,2,0,0,4,0.1,8,0,0,-0.5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,1,4,0,0,0,0,0.9,39.9
"roof",0,1,0,0,0,0,0,0,0,0,0,0.7,-0.5,0,0.5,-1,-0.1,0.5,0,0,0,0,0,0,0,0,1,4,0,0,0,0.1,2,3,0.1,0,1,1,0,1,0,0,4,0.2,-2,0,0,-0.2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0.1,0,1,0,0.5,0,0,0,1,0,-0.2,0.8,0,1,6,0,0,0,-1,1,33.5
"wall",0,1,0,0,0,0,0,0,0,0,0,0.8,-1,0,0.6,-1,-0.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,3,3,0.5,0,0,0,0,3,0,0,4,0,-2,0,0,-0.3,0,0,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0.5,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0.9,23
"floor",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,-7,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"fence",0,1,0,0,0,0,0,0,0,0,0,0.3,-1,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,1.7,0.1,0,1,1,0,0,0,0,4,0.1,-0.9,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.3,-0.2,0,0,1,3,0,0,0,0.9,0.2,22.4
"window",0,1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,1,0.5,0.1,0,0,0,0,1,0,3,4,0.1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,29.2
"chair",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5,0,0,0,0,2,0.5,0.1,0,1,1,0,0.2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0.1,0,1,0,0.5,0,1,1,0,0,0,0.6,0,1,0.7,0,0,0,0,0.8,27.3
"table",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,-0.5,0,0,0,0,2,2,0.1,0,1,1,0,1,0,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0.4,0,1,0.7,0,0,0,0,0.8,26.4
